id,province,district,subdistrict,address,property_type,total_units,bedrooms,baths,floor_area,floor_level,land_area,latitude,longitude,nearby_stations,nearby_bus_stops,nearby_supermarkets,nearby_shops,year_built,month_built,price,price_sqm
10143101,Bangkok,Nong Chok,Nong Chok,12/36 สังฆสันติสุข 18,Detached House,,4.0,5.0,500,2.0,252.0,13.8515830023,100.8759009367,0,16.0,3.0,2,0,,4490000,
10951439,Bangkok,Huai Khwang,Sam Sen Nok,"Soi 18, Ratchadaphisek Road",Condo,664.0,1.0,1.0,47,3.0,,13.7835325121,100.5854418707,0,1.0,13.0,7,2009,,2090000,44468.085106382976
10808237,Bangkok,Bang Phlat,Bang Phlat,Rajavithi Road,Condo,323.0,1.0,1.0,31,16.0,,13.783758,100.49703,1,,13.0,9,2019,,3500000,112903.2258064516
10939942,Bangkok,Sathon,Yan Nawa,141 Soi Sathorn 21,Condo,910.0,1.0,1.0,45,21.0,,13.7169091775,100.5166451718,2,,10.0,20,2015,December,6900000,153333.33333333334
7467605,Bangkok,Bang Na,Bang Na,"1 Soi Piyibut 1, Sukhumvit Road",Condo,673.0,1.0,1.0,29,18.0,,13.6863471819,100.612098589,2,,14.0,17,2018,January,4670000,161034.4827586207
10889052,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,ถนนเทพารักษ์ ตำบลสำโรงเหนือ อำเภอเมือง สมุทรปราการ,Condo,2041.0,1.0,1.0,26,8.0,,13.626218,100.629021,0,16.0,10.0,14,2017,March,1690000,65000.0
10826463,Bangkok,Huai Khwang,Bang Kapi,. Petchaburi Road,Condo,645.0,1.0,1.0,50,11.0,,13.748475,100.565677,3,,10.0,20,2014,June,7000000,140000.0
10087074,Bangkok,Watthana,Khlong Tan Nuea,Sukhumvit Road,Condo,572.0,1.0,1.0,55,10.0,,13.7401356399,100.5851628565,0,20.0,16.0,20,2010,June,7000000,127272.72727272728
10969534,Samut Prakan,Bang Phli,Bang Kaeo,Bang Kaeo,Townhouse,,3.0,2.0,130,2.0,72.0,13.6470625,100.6476875,0,2.0,10.0,5,0,,2690000,
10847683,Samut Prakan,Bang Phli,Bang Kaeo,90/239 Burapha Withi Expressway,Townhouse,238.0,4.0,3.0,190,2.0,,13.6625843453,100.6543250531,0,12.0,4.0,6,2013,,5850000,
10912187,Bangkok,Lat Krabang,Khlong Song Ton Nun,Srinakarin - Rom Klao Road,Detached House,,4.0,3.0,240,2.0,256.0,13.754445507,100.7113955092,0,3.0,,1,0,,9000000,
10867293,Bangkok,Chatuchak,Chom Phon,1090 Phahonyothin Road,Condo,880.0,1.0,1.0,33,2.0,,13.817655756,100.5663641332,3,,11.0,20,2022,January,4220000,127878.78787878787
10771543,Bangkok,Chatuchak,Sena Nikhom,Sena Nikhom,Townhouse,,4.0,6.0,350,2.0,136.0,13.8355625,100.5798906,2,20.0,4.0,7,0,,8500000,
10283229,Bangkok,Suan Luang,Suan Luang,Pattanakarn Road,Condo,2880.0,1.0,1.0,25,4.0,,13.7408355799,100.6012464029,1,,14.0,7,1994,,990000,39600.0
10967444,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,Sukhumvit Road,Condo,1770.0,1.0,1.0,28,18.0,,13.646183,100.595117,1,20.0,16.0,20,2017,March,2490000,88928.57142857143
10593650,Nonthaburi,Bang Bua Thong,Bang Khu Rat,Bang Khu Rat,Detached House,,3.0,3.0,175,2.0,200.0,13.9181875,100.3477344,0,,3.0,3,0,,3400000,
10949206,Samut Prakan,Mueang Samut Prakan,Bang Pu Mai,5/9 สุขุมวิท,Detached House,,3.0,2.0,145,2.0,144.0,13.5186375,100.6804531,0,,4.0,3,0,,2000000,
10871000,Bangkok,Bueng Kum,Khlong Kum,Nawamin Road,Condo,1831.0,1.0,1.0,23,5.0,,13.7940644922,100.6522052245,0,20.0,13.0,7,2015,December,1490000,64782.608695652176
11008596,Bangkok,Suan Luang,Suan Luang,"Phatthanakan 20, Phatthanakan Road",Townhouse,159.0,3.0,4.0,185,2.0,80.0,13.731038999999999,100.60663,0,14.0,8.0,8,2017,,8750000,
10963503,Bangkok,Phra Khanong,Bang Chak,36 Sukhumvit Road,Condo,192.0,1.0,1.0,45,18.0,,13.6872755774,100.6066903313,2,,7.0,16,2013,June,3500000,77777.77777777778
11008428,Bangkok,Bang Khen,Tha Raeng,Watcharapol Road,Townhouse,141.0,2.0,2.0,101,2.0,68.0,13.8568517415,100.6440021,0,6.0,7.0,13,2009,,2690000,
11017235,Samut Prakan,Bang Bo,Bang Phriang,499/318 คลองด่าน-บางพลี,Townhouse,,3.0,2.0,120,2.0,92.0,13.5457834,100.8056466,0,,,3,0,,2890000,
11000628,Bangkok,Huai Khwang,Sam Sen Nok,Prachautid Road,Condo,1324.0,1.0,1.0,30,2.0,,13.771412,100.583671,0,7.0,18.0,17,2006,June,1690000,56333.333333333336
11019929,Bangkok,Din Daeng,Din Daeng,Sutthisarn Winitchai Road,Condo,270.0,1.0,1.0,42,18.0,,13.789899,100.573568,1,,12.0,13,2013,July,3400000,80952.38095238095
10306229,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,Soi Bearing 18,Condo,847.0,1.0,1.0,41,7.0,,13.654678016,100.6101114262,0,,11.0,7,2022,,3200000,78048.78048780488
10866001,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,Posaya Non Alley,Condo,339.0,1.0,1.0,29,18.0,,13.6583141272,100.5998868982,1,,8.0,20,2020,April,2600000,89655.1724137931
10320913,Nonthaburi,Bang Yai,Bang Mae Nang,Bang Mae Nang,Detached House,,3.0,3.0,148,2.0,140.0,13.8448335,100.3610179,0,,6.0,3,0,,4850000,
10722555,Bangkok,Bang Khen,Anusawari,"2/282 Soi Phahon Yothin 52,  Phahon Yothin Road",Condo,275.0,1.0,1.0,27,3.0,,13.894968,100.611887,0,18.0,10.0,10,2018,January,2100000,77777.77777777778
7584732,Bangkok,Chatuchak,Chan Kasem,36 Ladprao Road,Condo,474.0,1.0,1.0,35,18.0,,13.803459,100.577586,2,,8.0,8,2013,July,2900000,82857.14285714286
10889375,Bangkok,Khan Na Yao,Khan Na Yao,Soi Ramindra 64,Townhouse,330.0,3.0,3.0,230,3.0,128.0,13.817005,100.680461,0,20.0,4.0,10,2015,,6500000,
10872038,Bangkok,Chatuchak,Chom Phon,432 Ladprao Road,Condo,514.0,1.0,1.0,33,18.0,,13.806067,100.572731,2,,8.0,9,2017,December,3900000,118181.81818181818
10390530,Bangkok,Bang Na,Bang Na,Sukhumvit Road,Condo,1162.0,1.0,1.0,22,11.0,,13.664948,100.603573,2,,5.0,4,2020,,2050000,93181.81818181818
10904172,Nonthaburi,Pak Kret,Bang Phlap,ชัยพฤกษ์,Detached House,,4.0,3.0,139,2.0,252.0,13.9355625,100.4499375,0,1.0,3.0,4,0,,6200000,
11010326,Bangkok,Prawet,Prawet,Chalermprakiat 9 Road,Condo,498.0,1.0,1.0,30,1.0,,13.727254,100.69744,1,,5.0,4,2016,March,1500000,50000.0
10542616,Bangkok,Chatuchak,Chatuchak,22 Phahon Yothin,Condo,333.0,1.0,1.0,33,21.0,,13.8252133569,100.5665811263,2,20.0,20.0,8,2020,May,5600000,169696.9696969697
10918005,Bangkok,Watthana,Khlong Toei Nuea,60 Asoke Montri Road,Condo,645.0,2.0,2.0,76,18.0,,13.7447417564,100.5627386528,3,,10.0,20,2014,June,7600000,100000.0
10982879,Bangkok,Khlong Sam Wa,Sam Wa Tawan Tok,Sam Wa Tawan Tok,Detached House,,3.0,3.0,178,2.0,252.0,13.8929221,100.7041509,0,,1.0,3,0,,6990000,
10668487,Bangkok,Bang Sue,Bang Sue,"301, 647 Ratchadaphisek Road",Condo,669.0,1.0,1.0,40,10.0,,13.829946055,100.5333333214,2,,3.0,2,2010,July,2400000,60000.0
10575080,Nonthaburi,Bang Kruai,Bang Si Thong,Yothathikan Road Nonthaburi 2001,Detached House,111.0,3.0,3.0,142,2.0,140.0,13.8188089995,100.4856326667,0,4.0,7.0,5,0,,5990000,
11005777,Nonthaburi,Bang Yai,Bang Yai,Bang Yai,Detached House,,3.0,3.0,200,2.0,200.0,13.8821875,100.3706875,0,,,2,0,,4190000,
10860905,Samut Prakan,Mueang Samut Prakan,Bang Muang,เทพารักษ์ 66,Townhouse,,2.0,2.0,68,2.0,68.0,13.6089125,100.6387031,0,,,3,0,,1750000,
10981764,Bangkok,Khlong Toei,Phra Khanong,1558 Sukhumvit Road,Condo,485.0,2.0,2.0,61,13.0,,13.7082401994,100.5988580822,1,,7.0,14,2010,July,5000000,81967.2131147541
10988817,Bangkok,Bang Kapi,Hua Mak,2849 Ramkhamhaeng Road,Condo,535.0,1.0,1.0,36,6.0,,13.7614646295,100.6330353254,0,20.0,7.0,4,2013,May,2190000,60833.333333333336
10974860,Bangkok,Watthana,Phra Khanong Nuea,Sukhumvit,Condo,69.0,1.0,1.0,52,6.0,,13.718132,100.590274,2,,20.0,20,2015,February,3590000,69038.46153846153
10717161,Bangkok,Bang Kapi,Hua Mak,89 Huamak Road,Condo,867.0,2.0,1.0,52,18.0,,13.7513069905,100.6372939286,0,20.0,5.0,4,2015,June,3710000,71346.15384615384
9774346,Bangkok,Sai Mai,Khlong Thanon,Khlong Tanon,Townhouse,,3.0,3.0,145,2.0,72.0,13.8873411458,100.617858652,0,,8.0,1,0,,4200000,
11030609,Nonthaburi,Bang Kruai,Bang Khanun,189/3 นครอินทร์,Detached House,,3.0,3.0,180,2.0,228.0,13.8148946,100.4593262,0,1.0,2.0,3,0,,9900000,
9717740,Nonthaburi,Mueang Nonthaburi,Bang Kraso,Sanam Bin Nam Road,Condo,587.0,1.0,1.0,30,7.0,,13.874313,100.47906,1,,3.0,2,2018,January,2200000,73333.33333333333
10295558,Nonthaburi,Pak Kret,Bang Talat,Chaengwattana Chaengwattana,Condo,752.0,1.0,1.0,48,7.0,,13.895287,100.552219,0,17.0,6.0,10,2015,April,2950000,61458.333333333336
10090565,Bangkok,Thung Khru,Thung Khru,Thung Khru,Townhouse,,3.0,2.0,150,2.0,104.0,13.633800366,100.4971174408,0,18.0,8.0,6,0,,4300000,
10394132,Bangkok,Suan Luang,Suan Luang,. ถนนรามคำแหง แขวงสวนหลวง เขตสวนหลวง กทม.,Condo,854.0,1.0,1.0,23,7.0,,13.744426,100.602932,1,,7.0,7,2019,June,2000000,86956.52173913043
11035385,Nonthaburi,Mueang Nonthaburi,Bang Khen,Bang Khen,Townhouse,,4.0,3.0,131,2.0,96.0,13.8404875,100.5290781,0,5.0,1.0,1,0,,4190000,
10533404,Samut Prakan,Bang Sao Thong,Sisa Chorakhe Noi,Ladkrabang,Condo,770.0,2.0,1.0,45,4.0,,13.694295,100.790908,0,,2.0,2,2007,December,1350000,30000.0
10851069,Bangkok,Khlong Toei,Phra Khanong,1120 Sukhumvit Road,Condo,460.0,1.0,1.0,35,24.0,,13.7128270964,100.5942278251,1,,17.0,20,2012,December,4990000,142571.42857142858
10846579,Bangkok,Ratchathewi,Life Asoke - Rama 9,626 Asoke-Dindaeng Road,Condo,2248.0,1.0,1.0,28,10.0,,13.755035,100.56361,3,,10.0,20,2020,January,4700000,167857.14285714287
11011063,Bangkok,Watthana,Phra Khanong Nuea,2077 Sukhumvit Road,Condo,490.0,2.0,1.0,46,26.0,,13.706225334700001,100.6012631105,1,,7.0,13,2011,April,5100000,110869.56521739131
6658427,Samut Prakan,Bang Sao Thong,Sisa Chorakhe Noi,Srisa Chorakhe Noi,Detached House,,3.0,3.0,20,2.0,236.0,13.7074196814,100.7902853831,0,,2.0,2,0,,4300000,
8727510,Bangkok,Phra Khanong,Bang Chak,Soi Sukhumvit 81 Sukhumvit Road,Condo,146.0,3.0,2.0,54,8.0,,13.705547,100.603711,2,,8.0,14,2009,,4500000,83333.33333333333
10912977,Nonthaburi,Sai Noi,Sai Noi,Sai Noi,Detached House,,4.0,3.0,140,2.0,200.0,13.970653,100.3414934,0,8.0,6.0,2,0,,4990000,
11002891,Nonthaburi,Mueang Nonthaburi,Bang Khen,Bang Khen,Detached House,,3.0,2.0,150,1.0,200.0,13.8410625,100.5154375,2,,4.0,6,0,,3200000,
10944503,Bangkok,Chatuchak,Lat Yao,888 Vibhavadi-Rangsit Road,Condo,875.0,1.0,1.0,31,16.0,,13.838470000000001,100.558087,2,20.0,3.0,6,2016,May,2700000,87096.7741935484
10768779,Bangkok,Suan Luang,Suan Luang,Sukhumvit 77 Road,Condo,987.0,1.0,1.0,30,18.0,,13.7125335798,100.6053009497,1,,9.0,14,2013,June,2050000,68333.33333333333
10313138,Bangkok,Khan Na Yao,Khan Na Yao,Ratchada-Ramintra Road,Condo,450.0,2.0,1.0,60,7.0,,13.818444,100.679488,0,19.0,6.0,20,2019,,4000000,66666.66666666667
10854163,Bangkok,Bueng Kum,Khlong Kum,Khlong Kum,Townhouse,,3.0,3.0,68,2.0,68.0,13.7626581,100.6759772,0,,1.0,1,0,,2490000,
11039957,Nonthaburi,Pak Kret,Pak Kret,Changwattana Road,Condo,525.0,2.0,1.0,56,1.0,,13.908645,100.511452,0,20.0,3.0,10,2011,July,1830000,32678.571428571428
10792595,Nonthaburi,Mueang Nonthaburi,Talat Khwan,ฺBangkok-Nonthaburi Road,Condo,646.0,1.0,1.0,48,30.0,,13.841809359700001,100.5114689681,2,,3.0,5,2015,March,2100000,43750.0
10989105,Bangkok,Sathon,Thung Maha Mek,88 Narathiwatratchanakharin Road,Condo,493.0,1.0,1.0,65,23.0,,13.7193765276,100.5310924735,3,20.0,20.0,20,2009,July,9200000,141538.46153846153
10988694,Bangkok,Pathum Wan,Lumphini,Radio Road,Condo,64.0,2.0,2.0,65,5.0,,13.746339,100.549494,3,,12.0,20,2013,August,8200000,126153.84615384616
11032806,Bangkok,Thung Khru,Bang Mot,"Soi Puttabucha 32, Puttabucha Road",Detached House,265.0,3.0,3.0,170,2.0,200.0,13.644268,100.474128,0,2.0,1.0,2,2021,December,6700000,
10948623,Bangkok,Bang Khen,Tha Raeng,Tha Rang,Detached House,,3.0,3.0,155,1.0,,13.8659375,100.6499375,0,,4.0,3,0,,6900000,
10611220,Bangkok,Huai Khwang,Bang Kapi,Petchaburi Road,Condo,515.0,2.0,2.0,66,18.0,,13.744204,100.585341,0,20.0,11.0,14,2012,January,7400000,112121.21212121213
8316647,Bangkok,Chatuchak,Chom Phon,Ladprao Road,Condo,497.0,2.0,2.0,55,18.0,,13.805223,100.574215,2,,9.0,9,2017,February,9780000,177818.18181818182
9550909,Bangkok,Khlong San,Bang Lamphu Lang,"1529 Soi Chareonnakorn 39, Chareonnakorn Road",Condo,866.0,1.0,1.0,39,21.0,,13.710404,100.503107,0,20.0,7.0,15,2009,June,2700000,69230.76923076923
10633961,Bangkok,Yan Nawa,Bang Phongphang,4 Rama 3 Road,Condo,2405.0,1.0,1.0,28,19.0,,13.6791215755,100.527794,2,20.0,3.0,5,2011,December,2200000,78571.42857142857
10688125,Samut Prakan,Mueang Samut Prakan,Kensington Condominium,107 สุขุมวิท,Condo,161.0,1.0,1.0,32,6.0,,13.656548,100.606707,1,,8.0,8,2013,August,1590000,49687.5
11031417,Bangkok,Khlong Toei,Phra Khanong,Sukhumvit Road,Condo,837.0,2.0,2.0,54,19.0,,13.7109650149,100.5938943245,2,,17.0,18,2013,December,4690000,86851.85185185185
10884763,Bangkok,Sai Mai,Sai Mai,สายไหม,Detached House,,3.0,3.0,220,2.0,240.0,13.9047286,100.6572405,0,5.0,5.0,2,0,,4900000,
11019699,Bangkok,Watthana,Khlong Tan Nuea,35 Soi Sukhumvit 39,Condo,352.0,1.0,1.0,30,10.0,,13.734047,100.571313,1,,19.0,20,2022,August,6990000,233000.0
10855854,Bangkok,Watthana,The Alcove Sukhumvit 49,Soi Sukhumvit 49 Sukhumvit Road,Condo,48.0,1.0,1.0,47,18.0,,13.72988,100.576015,2,,18.0,20,2015,March,5199000,110617.02127659574
10612033,Bangkok,Huai Khwang,Huai Khwang,198 Ratchadaphisek Road,Condo,691.0,2.0,2.0,57,2.0,,13.774685,100.573913,1,,20.0,20,2012,,3500000,61403.508771929824
11019452,Samut Prakan,Mueang Samut Prakan,Samrong Nuea,Soi Sukhumvit 72,Condo,68.0,1.0,1.0,31,4.0,,13.6585631253,100.5984257084,1,,7.0,20,2014,,1900000,61290.32258064516
10848542,Bangkok,Khlong San,Khlong San,Lat Ya Road,Condo,578.0,1.0,1.0,48,21.0,,13.729932,100.507508,2,20.0,7.0,20,2021,,6050000,126041.66666666667
10918027,Bangkok,Bang Kapi,Hua Mak,Ramkhamhaeng Road,Condo,682.0,1.0,1.0,23,20.0,,13.761906,100.640051,0,20.0,15.0,20,2020,,2990000,130000.0
10962120,Bangkok,Bueng Kum,Khlong Kum,"Soi Nawamin 42, Nawamin Road",Townhouse,497.0,3.0,3.0,150,2.0,,13.7982423226,100.6553476609,0,16.0,11.0,5,2016,,4100000,
11041697,Nonthaburi,Mueang Nonthaburi,Bang Khen,Nakhon In,Condo,1544.0,1.0,1.0,26,16.0,,13.83663,100.504437,0,20.0,5.0,3,2015,April,1490000,57307.692307692305
10974680,Bangkok,Yan Nawa,Chong Nonsi,Rama 3 Road,Condo,871.0,1.0,1.0,63,39.0,,13.68805,100.548108,1,19.0,4.0,6,2014,June,5390000,85555.55555555556
10758150,Nonthaburi,Bang Bua Thong,Phimon Rat,Kunaphat main road,Detached House,237.0,3.0,2.0,123,1.0,208.0,13.933057,100.363282,0,,4.0,2,2013,,3390000,
10918875,Bangkok,Huai Khwang,Huai Khwang,279 Ratchadapisaek Road,Condo,837.0,2.0,1.0,46,25.0,,13.7828917965,100.574656751,2,,20.0,20,2013,December,4600000,100000.0
10713688,Bangkok,Chom Thong,Bang Khun Thian,Kanlapaphruek Road,Townhouse,392.0,3.0,2.0,96,2.0,68.0,13.7101677017,100.4548742626,0,14.0,2.0,7,2020,March,4050000,
10744937,Bangkok,Ratchathewi,Thanon Phaya Thai,Phayathai Road,Condo,690.0,1.0,2.0,60,18.0,,13.754455,100.534634,3,,20.0,20,2013,July,8800000,146666.66666666666
10452303,Bangkok,Khlong Toei,Khlong Tan,"68 Sukhumvit 24 Alley, Khong Tan",Condo,940.0,1.0,1.0,28,20.0,,13.7253952835,100.5656595582,2,,20.0,20,2017,January,5900000,210714.2857142857
11011792,Bangkok,Phra Khanong,Bang Chak,Soi Phongwet Anuson 1,Condo,262.0,2.0,1.0,47,18.0,,13.6894506968,100.6068483822,2,,7.0,14,2013,July,3980000,84680.85106382979
11032445,Bangkok,Chatuchak,Chatuchak,6-1 Phong Phet Niwet Alley,Condo,1031.0,1.0,1.0,31,7.0,,13.8250776343,100.5455523087,1,20.0,2.0,6,2009,June,1390000,44838.709677419356
9975243,Bangkok,Bang Na,Bang Na,"1 Soi Piyibut 1, Sukhumvit Road",Condo,673.0,1.0,1.0,29,8.0,,13.6863471819,100.612098589,2,,14.0,17,2018,January,4720000,162758.62068965516
10891329,Bangkok,Phaya Thai,Sam Sen Nai,Phaholyothin,Condo,79.0,1.0,1.0,64,2.0,,13.780935,100.541179,3,,10.0,15,2010,January,6990000,109218.75
10763693,Bangkok,Bang Khun Thian,Samae Dam,Samae Dam,Detached House,,2.0,3.0,140,2.0,140.0,13.6251869,100.417181,0,,3.0,4,0,,5500000,
10816453,Bangkok,Watthana,Phra Khanong Nuea,Sukhumvit 77 Road,Condo,324.0,1.0,1.0,36,7.0,,13.71404158,100.6022190172,1,,10.0,19,2016,May,4500000,125000.0
10942624,Nonthaburi,Mueang Nonthaburi,Sai Ma,ซอยบ้านไทรม้า ตำบลไทรม้า อำเภอเมือง นนทบุรี,Condo,905.0,1.0,1.0,22,7.0,,13.868741,100.473872,2,,5.0,1,2017,July,950000,43181.818181818184
11010551,Bangkok,Bang Kho Laem,Bang Kho Laem,2667 Chareonkrung Road,Condo,521.0,2.0,1.0,78,8.0,,13.7025006971,100.4997953411,0,20.0,12.0,16,2004,May,6500000,83333.33333333333
10956740,Samut Prakan,Mueang Samut Prakan,Bang Mueang Mai,สุขุมวิท,Townhouse,,2.0,2.0,75,2.0,64.0,13.621723349,100.6010917016,0,,17.0,11,0,,2100000,
10978553,Bangkok,Don Mueang,Sanam Bin,415 Songprapha Road,Condo,539.0,1.0,1.0,34,5.0,,13.9266453762,100.5841309324,0,16.0,14.0,8,2020,,3332000,98000.0
10924392,Bangkok,Bang Khae,Bang Khae,Bang Khae,Townhouse,,3.0,2.0,110,2.0,76.0,13.7097613,100.3958909,0,20.0,6.0,5,0,,4050000,
10746259,Bangkok,Bang Na,Bang Na,Soi Sukhumvit 105 Lasalle Road,Condo,182.0,1.0,1.0,27,3.0,,13.658086,100.634677,0,3.0,4.0,5,2017,January,1500000,55555.555555555555
11021977,Samut Prakan,Mueang Samut Prakan,Bang Muang,Pruksa-Srinakarin Road,Townhouse,490.0,3.0,2.0,79,2.0,68.0,13.591893,100.630067,0,,4.0,5,2016,,2480000,
10954162,Bangkok,Chatuchak,Chan Kasem,1484 Phaholyothin Road,Condo,1827.0,1.0,1.0,28,4.0,,13.8300252843,100.5709312368,2,20.0,20.0,7,2011,December,2700000,96428.57142857143
10955860,Bangkok,Huai Khwang,Sam Sen Nok,รัชดาภิเษก รัชดาภิเษก 18,Condo,188.0,1.0,1.0,29,5.0,,13.784527,100.582918,0,,15.0,9,2012,October,1900000,65517.24137931035
11029405,Bangkok,Din Daeng,Din Daeng,Soi Ratchadaphisek 3 Ratchadaphisek Road,Condo,321.0,1.0,1.0,29,8.0,,13.76284,100.564818,2,,18.0,20,2017,January,4000000,137931.0344827586
10980018,Bangkok,Bang Rak,Si Phraya,Si Phraya Road,Condo,384.0,2.0,2.0,73,18.0,,13.7312279445,100.5221258679,1,,13.0,20,2023,,8100000,110958.90410958904
10579930,Bangkok,Sai Mai,Sai Mai,Sai Mai,Townhouse,,2.0,2.0,120,2.0,64.0,13.9023034,100.6432195,0,,6.0,6,0,,1590000,
11010718,Bangkok,Suan Luang,Suan Luang,Soi Ramkhamhaeng 3/1,Condo,1390.0,1.0,1.0,30,4.0,,13.746051,100.601775,1,,5.0,8,2013,,1800000,60000.0
10610948,Bangkok,Huai Khwang,Huai Khwang,90 Rama 9 Road,Condo,703.0,2.0,2.0,54,14.0,,13.7556841572,100.5658417669,3,,13.0,20,2013,December,9000000,166666.66666666666
11004730,Nonthaburi,Mueang Nonthaburi,Bang Kraso,สนามบินน้ำ,Townhouse,,2.0,2.0,80,2.0,68.0,13.874437499999999,100.4990625,0,10.0,11.0,20,0,,1990000,
10684634,Bangkok,Khlong Toei,Phra Khanong,"Soi Sukhumvit 42, Sukhumvit Road",Condo,407.0,1.0,1.0,35,18.0,,13.7177430737,100.5854042553,2,,17.0,19,2015,December,4980000,142285.7142857143
10870620,Bangkok,Huai Khwang,Huai Khwang,Soi Ratchadapisek 10 intersection 7 Ratchadapisek Road,Condo,79.0,1.0,1.0,25,7.0,,13.771014,100.573858,2,,19.0,20,2013,March,2180000,87200.0
11028076,Bangkok,Pathum Wan,Lumphini,1 Wireless Road,Condo,1344.0,1.0,1.0,35,18.0,,13.7478198122,100.5490615522,2,,11.0,20,2020,September,6420000,183428.57142857142
3553232,Nonthaburi,Mueang Nonthaburi,Bang Kraso,26/1  Rattanathibet Road,Condo,1232.0,1.0,1.0,30,16.0,,13.8637736562,100.5010689973,2,,14.0,15,2011,June,1190000,39666.666666666664
10897317,Bangkok,Chatuchak,Chan Kasem,"Soi Phahonyothin 30, Phahonyothin Road",Condo,474.0,1.0,1.0,34,13.0,,13.828907,100.569456,3,20.0,20.0,8,2020,,5600000,164705.88235294117
10789325,Bangkok,Bang Sue,Wong Sawang,769 Pracha Chuen Road,Condo,1319.0,1.0,1.0,36,24.0,,13.822103,100.536214,2,,5.0,2,2017,December,3500000,97222.22222222222
11011230,Bangkok,Pathum Wan,Lumphini,ถนน ราชดำริ,Condo,200.0,1.0,1.0,58,23.0,,13.742418,100.540304,3,,17.0,20,2014,June,7900000,136206.89655172414
10957205,Bangkok,Phaya Thai,Sam Sen Nai,21 Pradiphat Road,Condo,981.0,1.0,1.0,34,40.0,,13.7908705133,100.5460723178,3,,14.0,20,2019,October,5500000,161764.70588235295
10228005,Bangkok,Sai Mai,Sai Mai,Sai Mai,Townhouse,,3.0,2.0,131,2.0,84.0,13.9023034,100.6432195,0,,6.0,6,0,,2590000,
10912356,Bangkok,Chatuchak,Sena Nikhom,Soi Phahonyothin 34 Yaek 1,Condo,1522.0,1.0,1.0,30,5.0,,13.83903,100.582438,1,20.0,7.0,5,2019,,2300000,76666.66666666667
10612196,Bangkok,Watthana,Khlong Tan Nuea,"Soi Sukhumvit 55, Road Sukhumvit",Condo,590.0,1.0,1.0,45,8.0,,13.7348531738,100.5843944835,0,20.0,17.0,20,2008,May,4950000,110000.0
10779229,Nonthaburi,Bang Kruai,Sala Klang,สำเร็จพัฒนา,Townhouse,,3.0,2.0,180,2.0,260.0,13.8135951,100.4227992,0,,6.0,1,0,,3900000,
10972997,Bangkok,Lat Krabang,Lat Krabang,14/1 Lat Krabang Road,Condo,1118.0,1.0,0.0,23,2.0,,13.721665999999999,100.715376,0,20.0,7.0,7,2015,June,1350000,58695.65217391304
10941035,Nonthaburi,Mueang Nonthaburi,Bang Kraso,"Soi Rattanathibet 26, Rattanathibet Road",Condo,1949.0,1.0,1.0,28,8.0,,13.866871,100.489898,1,,8.0,14,2009,July,1100000,39285.71428571428
10780567,Bangkok,Khlong Sam Wa,Sai Kong Din Tai,245/15 ถ.ประชาร่วมใจ,Detached House,,2.0,1.0,158,2.0,160.0,13.8402137,100.7323332,0,,2.0,3,0,,2380000,
10847241,Bangkok,Bang Rak,Si Phraya,Rama 4 Road,Condo,1180.0,1.0,1.0,25,29.0,,13.7315835212,100.5311729497,3,,20.0,20,2018,March,6572000,262880.0
10609759,Bangkok,Watthana,Phra Khanong Nuea,"Soi Sukhumvit 81, Sukhumvit Road",Condo,487.0,1.0,1.0,35,5.0,,13.705437,100.603343,2,,8.0,14,2019,,4790000,136857.14285714287
11008585,Bangkok,Chatuchak,Chom Phon,"22 Soi Phaholyothin 18/1, Phaholyothin Road",Condo,900.0,1.0,1.0,32,21.0,,13.7975987869,100.5560174649,3,,17.0,20,2013,June,2650000,82812.5
7532794,Nonthaburi,Mueang Nonthaburi,Sai Ma,Saima Soi 7 Road,Condo,606.0,2.0,2.0,65,18.0,,13.8778129194,100.4746494577,0,7.0,2.0,2,2017,November,7800000,120000.0
11031712,Bangkok,Watthana,Phra Khanong Nuea,95 Soi Rim Khlong,Condo,546.0,1.0,1.0,37,3.0,,13.7147395736,100.6053620701,0,18.0,6.0,13,2020,October,5200000,140540.54054054053
11005850,Nonthaburi,Bang Yai,Bang Yai,Bang Yai,Detached House,,3.0,3.0,224,2.0,224.0,13.9320875,100.3545156,0,,4.0,3,0,,4490000,
10972086,Bangkok,Huai Khwang,Huai Khwang,tianruammit Road,Condo,1002.0,1.0,1.0,45,10.0,,13.76698,100.577942,1,,12.0,20,2014,June,3990000,88666.66666666667
10797975,Bangkok,Chatuchak,Chan Kasem,"Soi Ratchada 32, Ratchadaphisek Road",Condo,242.0,1.0,1.0,30,4.0,,13.818726,100.584694,0,1.0,10.0,11,2018,January,2390000,79666.66666666667
10999888,Bangkok,Phaya Thai,Sam Sen Nai,25 พหลโยธิน,Condo,253.0,2.0,1.0,50,14.0,,13.792872,100.549183,3,,15.0,20,2016,August,8900000,178000.0
10679780,Bangkok,Khlong Sam Wa,Bang Chan,29/15 หทัยราษฎร์39,Townhouse,,3.0,2.0,84,2.0,88.0,13.8498181,100.7210385,0,5.0,2.0,4,0,,1870000,
